10,41.20416,-78.089264,50,,,,,,,
45,41.20416,-78.089264,205,,,,,,,
90,41.20416,-78.089264,400,,,,,,,
100,41.20416,-78.089264,630,,,,,,,
130,41.20416,-78.089264,750,,,,,,,
